,0,1,2,3,4,5,6,7,8,9,10,11,12,13
145,0,0,0,0,0,0,0,17,39,42,36,9,2,8
146,0,0,0,0,0,0,0,0,17,39,1,42,9,8
147,0,0,0,0,0,0,0,0,0,0,17,39,2,8
148,0,0,0,0,0,0,0,0,0,0,0,17,2,8
149,0,0,0,0,0,0,0,0,0,17,39,1,2,8
150,0,0,0,0,0,0,0,0,0,0,17,39,1,9
151,0,0,0,0,0,0,0,17,1,42,36,9,2,8
152,0,0,0,0,0,0,0,0,0,17,39,9,2,8
153,0,0,0,0,0,0,0,0,0,17,39,42,36,2
154,0,0,0,0,0,0,0,0,0,0,17,39,1,8
155,0,0,0,0,0,0,0,0,17,39,42,36,9,2
156,0,0,0,0,0,0,0,0,0,0,0,0,0,17
157,0,0,0,0,0,0,0,0,0,0,17,42,36,9
158,0,0,0,0,0,0,0,0,0,17,1,42,36,9
159,0,0,0,0,0,0,0,0,17,39,1,42,36,8
160,0,0,0,0,0,0,0,0,0,17,39,42,36,8
161,0,0,0,0,0,0,0,0,0,0,17,42,9,8
162,0,0,0,0,0,0,0,0,0,0,0,17,42,9
163,0,0,0,0,0,0,0,0,0,0,0,17,42,8
164,0,0,0,0,0,0,0,0,17,1,36,9,2,8
165,0,0,0,0,0,0,0,0,0,0,17,42,9,2
166,0,0,0,0,0,0,0,0,0,17,39,1,42,9
167,0,0,0,0,0,0,0,0,0,0,17,1,42,8
168,0,0,0,0,0,0,0,0,0,0,17,39,1,2
169,0,0,0,0,0,0,0,0,0,0,17,1,36,9
170,0,0,0,0,0,0,0,0,0,17,1,42,36,8
171,0,0,0,0,0,0,0,0,0,17,39,42,36,9
172,0,0,0,0,0,0,0,0,0,0,0,17,1,8
173,0,0,0,0,0,0,0,0,0,0,0,0,36,9
174,0,0,0,0,0,0,0,0,0,0,17,36,9,8
175,0,0,0,0,0,0,0,0,0,0,9,17,2,8
176,0,0,0,0,0,0,0,0,0,0,0,17,36,2
177,0,0,0,0,0,0,0,0,0,0,0,17,1,42
178,0,0,0,0,0,0,0,0,0,0,17,36,2,8
179,0,0,0,0,0,0,0,0,0,17,42,36,2,8
180,0,0,0,0,0,0,0,0,0,0,36,9,17,2
181,0,0,0,0,0,0,0,0,17,39,1,42,9,2
182,0,0,0,0,0,0,0,0,0,0,0,0,17,8
183,0,0,0,0,0,0,0,0,0,0,0,0,0,36
184,0,0,0,0,0,0,0,0,0,0,0,17,1,2
185,0,0,0,0,0,0,0,0,0,17,39,1,36,2
186,0,0,0,0,0,0,0,0,0,17,36,9,2,8
187,0,0,0,0,0,0,0,0,0,17,39,1,9,2
188,0,0,0,0,0,0,0,0,0,0,0,0,17,36
189,0,0,0,0,0,0,0,0,0,0,17,42,36,2
190,0,0,0,0,0,0,0,0,0,0,17,42,2,8
191,0,0,0,0,0,0,0,0,0,0,36,17,2,8
192,0,0,0,0,0,0,0,0,0,0,0,17,39,42
193,0,0,0,0,0,0,0,17,39,1,42,36,9,2
194,0,0,0,0,0,0,0,0,0,17,39,1,42,8
195,0,0,0,0,0,0,0,0,0,0,17,1,42,9
196,0,0,0,0,0,0,0,0,0,17,1,42,9,2
197,0,0,0,0,0,0,0,0,0,0,0,36,17,8
198,0,0,0,0,0,0,0,0,0,0,0,17,9,2
199,0,0,0,0,0,0,0,0,17,42,36,9,2,8
200,0,0,2,1,11,14,3,16,40,41,18,26,7,6
201,0,0,0,0,0,0,0,0,1,6,26,7,2,4
202,0,0,0,0,0,0,1,2,11,14,6,27,26,7
203,0,0,0,0,1,14,4,40,41,18,2,11,6,27
204,0,0,0,0,0,0,0,0,0,1,18,2,14,27
205,0,0,1,14,4,40,41,2,11,6,3,16,26,7
206,0,0,0,0,0,1,14,4,27,18,2,11,3,16
207,0,0,0,0,0,0,1,11,18,2,14,4,26,7
208,0,0,0,0,0,0,1,4,27,18,2,6,3,16
209,0,0,0,0,0,1,6,14,40,41,2,27,26,7
210,0,0,0,1,11,3,16,18,2,6,4,27,26,7
211,0,0,0,0,2,1,3,16,11,6,4,27,26,7
212,0,0,0,0,1,14,40,41,18,26,7,2,11,27
213,0,1,2,14,3,16,4,27,40,41,26,7,11,6
214,0,0,0,0,1,2,11,3,16,18,6,4,26,7
215,0,0,0,0,1,14,27,18,2,6,3,16,26,7
216,0,0,0,0,0,0,0,1,2,14,40,41,18,4
217,0,0,0,0,0,1,2,14,4,40,41,18,26,7
218,0,0,0,0,0,0,2,1,14,40,41,18,11,4
219,0,0,0,0,0,1,2,6,3,16,26,7,11,4
220,0,0,0,1,2,27,40,41,26,7,14,3,16,4
221,0,0,0,0,1,2,6,27,18,3,16,4,26,7
222,0,0,0,0,0,0,1,11,6,14,2,3,16,4
223,0,0,0,0,0,0,1,11,6,18,2,27,26,7
224,0,1,40,41,18,26,7,2,11,6,14,3,16,4
225,0,0,0,0,1,4,40,41,26,7,2,6,14,27
226,0,0,0,1,3,16,4,40,41,18,2,6,26,7
227,0,0,0,0,1,6,14,4,40,41,26,7,2,11
228,0,2,1,11,6,3,16,27,40,41,18,14,26,7
229,0,0,0,1,6,4,27,18,2,11,3,16,26,7
230,0,0,0,0,0,0,0,0,0,1,14,4,2,11
231,0,2,1,6,3,16,4,27,40,41,18,11,26,7
232,0,0,0,0,1,2,3,16,40,41,11,6,14,27
233,0,0,0,1,11,14,3,16,4,27,2,6,26,7
234,0,0,0,0,2,1,3,16,40,41,26,7,11,27
235,0,0,0,0,0,0,0,0,1,11,40,41,2,14
236,0,0,1,2,11,6,14,27,18,3,16,4,26,7
237,0,0,1,2,14,3,16,40,41,18,11,6,26,7
238,0,0,0,0,1,2,3,16,4,27,18,26,7,6
239,0,0,0,0,1,14,3,16,40,41,18,2,6,27
240,0,0,0,0,1,2,11,14,40,41,6,27,26,7
241,0,0,0,0,2,1,11,14,26,7,6,3,16,4
242,0,0,0,0,0,0,0,0,0,1,2,14,3,16
243,0,0,1,2,14,3,16,4,40,41,26,7,6,27
244,0,0,0,0,0,1,3,16,27,40,41,2,26,7
245,0,0,0,0,2,1,6,3,16,4,40,41,11,27
246,0,0,0,0,0,0,0,1,2,3,16,27,18,14
247,0,0,0,0,0,0,0,0,0,1,11,27,2,4
248,0,0,0,1,11,4,18,26,7,2,6,3,16,27
249,0,0,0,0,1,11,3,16,40,41,2,14,4,27
250,0,0,0,0,0,0,2,1,6,26,7,11,14,27
251,0,0,0,0,0,1,6,27,18,26,7,2,11,14
252,0,0,0,0,0,1,2,4,40,41,18,11,14,27
253,0,0,0,0,0,1,4,2,11,6,14,27,26,7
254,0,0,0,0,0,0,1,11,14,3,16,18,2,27
255,0,0,0,0,0,1,40,41,2,6,4,27,26,7
256,0,0,0,0,1,2,40,41,18,11,4,27,26,7
257,0,0,0,0,0,0,2,6,3,16,4,27,26,7
258,0,0,0,0,0,0,0,1,4,27,18,2,6,14
259,0,0,0,2,1,14,3,16,40,41,18,11,26,7
260,0,0,1,14,3,16,40,41,26,7,2,11,4,27
261,0,0,0,0,0,0,0,0,0,2,6,3,16,27
262,0,0,0,0,0,0,0,1,3,16,2,27,26,7
263,0,1,6,27,40,41,18,26,7,2,14,3,16,4
264,0,0,0,0,1,2,3,16,18,26,7,6,14,4
265,2,1,6,4,40,41,18,11,14,3,16,27,26,7
266,0,0,0,1,14,3,16,40,41,18,26,7,2,4
267,0,0,0,1,2,6,14,3,16,40,41,11,26,7
268,0,0,0,0,1,2,11,6,18,14,3,16,4,27
269,0,0,1,2,14,3,16,4,40,41,11,27,26,7
270,0,0,0,1,6,3,16,27,2,11,14,4,26,7
271,0,0,0,1,11,14,18,26,7,2,6,3,16,27
272,0,0,0,2,1,14,4,40,41,6,3,16,26,7
273,0,0,0,0,1,2,14,3,16,27,40,41,11,4
274,0,0,0,0,0,1,11,14,3,16,27,18,2,4
275,0,0,0,0,0,2,1,3,16,18,26,7,11,6
276,0,0,0,1,2,4,18,11,6,14,3,16,26,7
277,0,0,0,2,18,1,26,7,11,6,3,16,4,27
278,0,0,0,0,0,0,2,1,11,3,16,18,6,14
279,0,0,0,0,2,40,41,6,3,16,4,27,26,7
280,0,0,0,0,0,0,2,1,14,26,7,11,4,27
281,0,1,11,4,40,41,18,26,7,2,6,14,3,16
282,0,0,0,0,2,1,14,3,16,27,40,41,11,6
283,0,0,0,0,18,1,26,7,2,6,3,16,4,27
284,0,0,0,0,0,0,0,1,2,11,14,4,26,7
285,0,0,0,0,0,1,14,3,16,40,41,2,6,4
286,0,0,0,2,1,6,14,4,27,18,26,7,3,16
287,0,0,0,0,0,0,2,1,14,3,16,11,26,7
288,0,0,0,1,3,16,18,26,7,2,6,14,4,27
289,0,0,0,0,0,0,1,2,3,16,4,6,26,7
290,0,0,0,0,0,1,2,11,6,40,41,14,26,7
291,0,0,0,0,0,2,1,4,40,41,18,27,26,7
292,0,0,2,1,14,3,16,40,41,11,6,4,26,7
293,0,0,0,0,0,1,14,3,16,4,40,41,2,11
294,0,0,0,0,0,1,2,11,6,3,16,14,4,27
295,0,0,0,0,0,0,0,2,1,3,16,18,11,27
296,0,0,0,0,1,11,14,3,16,4,26,7,2,6
297,0,0,0,1,2,11,40,41,18,6,14,4,26,7
298,0,1,2,11,3,16,4,40,41,18,26,7,6,14
299,0,1,11,14,40,41,18,26,7,2,6,3,16,27
300,0,0,0,0,0,0,0,0,0,0,17,12,39,9
301,0,0,0,0,0,0,0,0,0,0,0,17,12,15
302,0,0,0,0,0,0,0,0,0,0,0,17,39,9
303,0,0,0,0,0,0,0,0,0,0,15,17,39,9
304,0,0,0,0,0,0,0,0,0,0,17,12,15,39
305,0,0,0,0,0,0,0,0,0,0,0,0,0,15
306,0,0,0,0,0,0,0,0,0,0,0,15,17,39
307,0,0,0,0,0,0,0,0,0,0,0,17,12,9
308,0,0,0,0,0,0,0,0,0,0,0,0,17,12
309,0,0,0,0,0,0,0,0,0,0,0,0,0,9
310,0,0,0,0,0,0,0,0,0,0,17,12,15,9
311,0,0,0,0,0,0,0,0,0,0,0,17,12,39
312,0,0,0,0,0,0,0,0,0,17,12,15,39,9
313,0,0,0,0,0,0,0,0,0,0,0,0,17,39
314,0,0,0,0,0,0,0,0,0,0,0,0,15,9
315,0,0,0,0,0,0,0,0,0,0,9,2,13,8
316,0,0,0,0,0,0,0,0,0,2,10,3,5,13
317,0,0,0,0,0,0,0,0,0,1,8,2,10,7
318,0,0,0,0,0,0,0,0,1,10,7,2,13,8
319,0,0,0,0,0,9,1,10,3,5,2,7,13,8
320,0,0,0,0,0,0,0,0,0,9,1,10,2,13
321,0,0,0,0,0,0,9,1,10,13,8,2,3,5
322,0,0,0,0,0,0,0,0,1,8,2,10,3,5
323,0,0,0,0,0,0,0,0,0,2,10,7,3,5
324,0,0,0,0,0,0,0,0,9,1,10,2,7,8
325,0,0,0,0,0,0,0,0,9,1,10,7,2,13
326,0,0,0,0,0,0,0,0,0,0,0,0,2,10
327,0,0,0,0,0,9,1,8,2,10,7,3,5,13
328,0,0,0,0,0,0,0,0,0,0,9,2,10,7
329,0,0,0,0,0,0,9,1,10,13,2,3,5,8
330,0,0,0,0,0,0,0,0,0,0,1,13,2,8
331,0,0,0,0,0,0,0,9,1,10,13,2,3,5
332,0,0,0,0,0,0,0,0,1,10,7,13,8,2
333,0,0,0,0,0,0,0,0,0,0,0,1,13,8
334,0,0,0,0,0,9,1,10,7,2,3,5,13,8
335,0,0,0,0,0,0,0,0,1,8,2,10,7,13
336,0,0,0,0,0,0,0,0,0,1,8,2,10,13
337,0,0,0,0,0,0,0,0,0,9,1,10,2,8
338,0,0,0,0,0,0,0,0,0,1,13,2,10,8
339,0,0,0,0,0,0,0,0,0,0,0,1,13,2
340,0,0,0,0,0,0,0,0,0,9,1,10,2,7
341,0,0,0,0,0,0,1,10,7,2,3,5,13,8
342,0,0,0,0,0,0,0,0,0,0,2,10,7,8
343,0,0,0,0,0,0,0,0,0,0,1,10,13,2
344,0,0,0,0,0,0,0,0,0,0,9,2,10,13
345,0,0,0,0,0,0,0,0,9,1,10,3,5,2
346,0,0,0,0,0,0,0,0,9,1,8,2,10,13
347,0,0,0,0,0,0,0,2,10,7,3,5,13,8
348,0,0,0,0,0,0,0,1,10,3,5,2,7,8
349,0,0,0,0,0,0,0,0,0,0,1,8,2,10
350,0,0,0,0,0,0,0,0,9,1,10,3,5,13
351,0,0,0,0,0,0,0,0,0,1,10,7,2,13
352,0,0,0,0,0,0,1,10,7,13,8,2,3,5
353,0,0,0,0,0,0,0,9,1,10,2,3,5,8
354,0,0,0,0,0,0,0,9,1,10,3,5,2,7
355,0,0,0,0,0,0,0,0,0,0,9,1,10,8
356,0,0,0,0,0,0,0,0,0,0,1,13,8,2
357,0,0,0,0,0,0,0,0,9,1,10,13,8,2
358,0,0,0,0,0,0,0,1,10,7,2,3,5,13
359,0,0,0,0,0,0,0,1,13,2,10,7,3,5
360,0,0,0,0,0,0,0,9,1,10,3,5,8,2
361,0,0,0,0,0,0,0,0,0,0,0,0,2,8
362,0,0,0,0,0,0,1,10,7,3,5,8,2,13
363,0,0,0,0,0,0,0,9,1,10,13,8,2,7
364,0,0,0,0,0,0,0,9,1,10,3,5,13,2
365,0,0,0,0,0,0,9,1,10,7,3,5,2,13
366,0,0,0,0,0,0,0,0,0,0,1,10,8,2
367,0,0,0,0,0,0,9,2,10,7,3,5,13,8
368,0,0,0,0,0,0,0,0,0,0,2,10,3,5
369,0,0,0,0,0,0,0,9,1,13,2,10,3,5
370,0,0,0,0,0,0,1,10,3,5,8,2,7,13
371,0,0,0,0,0,0,0,0,0,0,0,0,0,9
372,0,0,0,0,0,0,0,9,1,10,3,5,2,13
373,0,0,0,0,0,0,0,0,9,2,10,7,3,5
374,0,0,0,0,0,9,1,10,7,3,5,2,13,8
375,0,0,0,0,0,0,0,0,1,13,2,10,7,8
376,0,0,0,0,0,0,9,1,10,8,2,7,3,5
377,0,0,0,0,0,0,9,1,8,2,10,3,5,13
378,0,0,0,0,0,0,0,0,9,2,10,7,13,8
379,0,0,0,0,0,0,0,1,10,3,5,2,7,13
380,0,0,0,0,0,0,0,9,1,8,2,10,7,13
381,0,0,0,0,0,0,0,1,10,8,2,7,3,5
382,0,0,0,0,0,0,0,0,0,9,1,8,2,10
383,0,0,0,0,0,0,0,1,13,8,2,10,3,5
384,0,0,0,0,0,0,9,1,13,2,10,3,5,8
385,0,0,0,0,0,0,0,1,10,3,5,13,2,8
386,0,0,0,0,0,0,0,0,0,0,1,10,7,8
387,0,0,0,0,0,0,0,0,0,0,0,0,1,13
388,0,0,0,0,0,0,0,1,10,13,2,3,5,8
389,0,0,0,0,0,0,0,9,1,10,7,3,5,13
390,0,0,0,0,0,0,1,10,2,7,3,5,13,8
391,0,0,0,0,0,0,0,0,0,1,10,2,7,8
392,0,0,0,0,0,0,1,8,2,10,7,3,5,13
393,0,0,0,0,0,0,1,10,3,5,13,8,2,7
394,0,0,0,0,0,0,0,0,1,10,2,7,13,8
395,0,0,0,0,0,9,1,10,2,7,3,5,13,8
396,0,0,0,0,0,0,0,0,0,0,1,10,7,2
397,0,0,0,0,0,0,1,10,7,8,2,3,5,13
398,0,0,0,0,0,0,0,0,0,1,10,13,8,2
399,0,0,0,0,0,0,0,0,9,1,10,7,3,5
400,0,0,0,0,0,0,0,0,1,10,3,5,13,8
401,0,0,0,0,0,0,0,1,10,13,2,7,3,5
402,0,0,0,0,0,9,1,10,7,13,8,2,3,5
403,0,0,0,0,0,0,0,0,9,1,10,8,2,13
404,0,0,0,0,0,0,0,0,9,1,10,7,2,8
405,0,0,0,0,0,0,9,1,10,2,7,3,5,13
406,0,0,0,0,0,0,0,1,10,2,3,5,13,8
407,0,0,0,0,0,0,0,1,13,2,10,3,5,8
408,0,0,0,0,0,0,0,0,0,9,1,10,8,2
409,0,0,0,0,0,0,0,0,9,1,10,7,8,2
410,0,0,0,0,0,0,0,0,0,0,9,1,10,2
411,0,0,0,0,0,0,0,0,1,10,13,8,2,7
412,0,0,0,0,0,0,0,1,8,2,10,3,5,13
413,0,0,0,0,0,9,1,13,8,2,10,7,3,5
414,0,0,0,0,0,0,0,0,0,0,9,1,13,2
415,0,0,0,0,0,0,10,1,13,15,7,3,5,8
416,0,0,0,0,0,0,0,0,0,0,9,2,15,8
417,0,0,0,0,0,0,0,0,9,15,1,13,2,8
418,0,0,0,0,0,0,0,0,0,15,1,7,2,8
419,0,0,0,0,0,0,10,1,15,3,5,2,13,8
420,0,0,0,0,0,0,0,0,0,0,15,10,1,7
421,0,0,0,0,0,0,0,9,15,1,3,5,2,13
422,0,0,0,0,0,0,0,0,0,10,2,15,3,5
423,0,0,0,0,0,0,15,10,1,13,8,2,3,5
424,0,0,0,0,0,0,15,1,7,3,5,2,13,8
425,0,0,0,0,0,0,0,10,2,15,7,3,5,8
426,0,0,0,0,0,0,0,0,0,15,1,8,2,13
427,0,0,0,0,0,0,0,15,10,1,7,3,5,2
428,0,0,0,0,0,0,0,15,1,8,2,13,3,5
429,0,0,0,0,0,10,1,15,3,5,8,2,13,7
430,0,0,0,0,9,10,1,15,3,5,2,13,7,8
431,0,0,0,0,0,0,0,0,0,0,0,0,0,10
432,0,0,0,0,0,9,10,1,13,15,8,2,3,5
433,0,0,0,0,0,0,9,1,13,15,3,5,2,8
434,0,0,0,0,0,0,0,15,1,7,3,5,2,13
435,0,0,0,0,0,0,0,0,0,9,15,1,3,5
436,0,0,0,0,0,0,0,9,1,13,2,15,7,8
437,0,0,0,0,0,0,0,0,9,15,1,13,8,2
438,0,0,0,0,0,0,0,0,0,1,15,8,2,13
439,0,0,0,0,0,10,1,13,2,15,7,3,5,8
440,0,0,0,0,0,0,9,1,13,2,15,7,3,5
441,0,0,0,0,0,0,0,0,15,1,13,7,3,5
442,0,0,0,0,0,0,0,0,15,10,1,13,7,2
443,0,0,0,0,0,0,15,10,1,13,7,2,3,5
444,0,0,0,0,0,0,9,15,1,7,3,5,2,8
445,0,0,0,0,0,0,0,0,9,10,1,15,3,5
446,0,0,0,0,0,0,0,9,15,10,1,13,7,2
447,0,0,0,0,0,0,0,15,10,2,13,7,3,5
448,0,0,0,0,0,0,0,15,1,13,7,2,3,5
449,0,0,0,0,0,0,0,9,15,1,13,7,8,2
450,0,0,0,0,0,9,10,1,13,2,15,7,3,5
451,0,0,0,0,0,0,0,0,0,9,15,2,13,8
452,0,0,0,0,0,0,0,1,13,15,7,3,5,2
453,0,0,0,0,0,0,0,9,10,1,13,2,15,8
454,0,0,0,0,0,9,10,1,15,3,5,2,13,8
455,0,0,0,0,0,0,0,0,0,9,15,1,13,2
456,0,0,0,0,0,0,9,10,1,13,15,3,5,8
457,0,0,0,0,0,0,15,10,1,7,2,3,5,8
458,0,0,0,0,9,10,1,13,15,7,8,2,3,5
459,0,0,0,0,0,15,10,1,7,3,5,2,13,8
460,0,0,0,0,0,9,15,1,13,3,5,2,7,8
461,0,0,0,0,0,0,9,15,10,2,13,7,3,5
462,0,0,0,0,0,0,9,15,10,1,13,2,7,8
463,0,0,0,0,0,0,15,10,1,13,2,7,3,5
